MeterType,the_geom,MeterNo,LONG,LAT,Status,Borough
Strada,POINT (-73.94123975299463 40.750855327903665),4152103,-73.941239753,40.7508553279,Active,Queens
Strada,POINT (-73.94162158672938 40.751020263334674),4152104,-73.9416215867,40.7510202633,Active,Queens
Strada,POINT (-73.94281253120668 40.74731039763806),4152052,-73.9428125312,40.7473103976,Active,Queens
Strada,POINT (-73.93930921869119 40.748137747182305),4152049,-73.9393092187,40.7481377472,Active,Queens
Strada,POINT (-73.93988187146361 40.74793173607169),4152048,-73.9398818715,40.7479317361,Active,Queens
Strada,POINT (-73.94390750339221 40.74984053943628),4152105,-73.9439075034,40.7498405394,Active,Queens
Strada,POINT (-73.95302022139356 40.746894064542985),4152155,-73.9530202214,40.7468940645,Inactive,Queens
Strada,POINT (-73.95657202911187 40.74546024374329),4152143,-73.9565720291,40.7454602437,Active,Queens
Strada,POINT (-73.95324952660775 40.74628698591088),4152150,-73.9532495266,40.7462869859,Active,Queens
Strada,POINT (-73.95682102055693 40.74583382068431),4152144,-73.9568210206,40.7458338207,Active,Queens
Strada,POINT (-73.95568248464949 40.74560087291404),4152142,-73.9556824846,40.7456008729,Active,Queens
Strada,POINT (-73.95369636053417 40.74555261415954),4152149,-73.9536963605,40.7455526142,Active,Queens
Strada,POINT (-73.95339140556042 40.745096790644055),4152133,-73.9533914056,40.7450967906,Active,Queens
Strada,POINT (-73.95319194452404 40.74569027153431),4152132,-73.9531919445,40.7456902715,Active,Queens
Strada,POINT (-73.95291304589627 40.74652389728902),4152131,-73.9529130459,40.7465238973,Inactive,Queens
Strada,POINT (-73.95230139119893 40.7478557972385),4152130,-73.9523013912,40.7478557972,Active,Queens
Strada,POINT (-73.95363240140155 40.74388430778178),4152125,-73.9536324014,40.7438843078,Active,Queens
Strada,POINT (-73.95331180340352 40.74408903637487),4152141,-73.9533118034,40.7440890364,Active,Queens
Strada,POINT (-73.9515710303938 40.743752677033314),4152140,-73.9515710304,40.743752677,Active,Queens
Strada,POINT (-73.95316725386323 40.74526766902225),4152127,-73.9531672539,40.745267669,Active,Queens
Strada,POINT (-73.95317807898752 40.74480154052059),4152147,-73.953178079,40.7448015405,Active,Queens
Strada,POINT (-73.95392773595142 40.7429927371314),4152124,-73.953927736,40.7429927371,Active,Queens
Strada,POINT (-73.9534246240684 40.74450613648208),4152126,-73.9534246241,40.7445061365,Active,Queens
Strada,POINT (-73.95316638383451 40.74471152741243),4152148,-73.9531663838,40.7447115274,Active,Queens
Strada,POINT (-73.890369419655 40.746722745300644),4122291,-73.8903694197,40.7467227453,Active,Queens
Strada,POINT (-73.88802284030521 40.747143736993465),4122295,-73.8880228403,40.747143737,Active,Queens
Strada,POINT (-73.89002443819253 40.74693346286277),4122292,-73.8900244382,40.7469334629,Active,Queens
Strada,POINT (-73.8895849719989 40.746828223387546),4122293,-73.889584972,40.7468282234,Active,Queens
Strada,POINT (-73.88620849661827 40.74733477627993),4122297,-73.8862084966,40.7473347763,Active,Queens
Strada,POINT (-73.88704193192663 40.74724525958673),4122296,-73.8870419319,40.7472452596,Active,Queens
Strada,POINT (-73.88889055194201 40.74705252297736),4122294,-73.8888905519,40.747052523,Active,Queens
Strada,POINT (-73.88409915586604 40.748236405705576),4122392,-73.8840991559,40.7482364057,Active,Queens
Strada,POINT (-73.88424630741497 40.749033324014746),4122391,-73.8842463074,40.749033324,Active,Queens
Strada,POINT (-73.88525113011387 40.74941674497377),4122393,-73.8852511301,40.749416745,Active,Queens
Strada,POINT (-73.88496551958231 40.7478448278709),4122394,-73.8849655196,40.7478448279,Active,Queens
Strada,POINT (-73.88513681474755 40.74938814349973),4122395,-73.8851368147,40.7493881435,Active,Queens
Strada,POINT (-73.88397494681925 40.74824978825841),4122390,-73.8839749468,40.7482497883,Active,Queens
Strada,POINT (-73.88406414731197 40.748748179001375),4122389,-73.8840641473,40.748748179,Active,Queens
Strada,POINT (-73.88417293677567 40.74934101558589),4122388,-73.8841729368,40.7493410156,Active,Queens
Strada,POINT (-73.88339083645052 40.74961644432266),4122386,-73.8833908365,40.7496164443,Active,Queens
Strada,POINT (-73.88311622212889 40.74809214627544),4122385,-73.8831162221,40.7480921463,Active,Queens
Strada,POINT (-73.88463148391597 40.74761893116917),4122342,-73.8846314839,40.7476189312,Active,Queens
Strada,POINT (-73.88345513712731 40.747742649023216),4122341,-73.8834551371,40.747742649,Active,Queens
Strada,POINT (-73.90647425305039 40.76808112177351),4072282,-73.9064742531,40.7680811218,Active,Queens
Strada,POINT (-73.917543610437 40.76475062566364),4072251,-73.9175436104,40.7647506257,Active,Queens
Strada,POINT (-73.91825040759316 40.76524103616006),4072248,-73.9182504076,40.7652410362,Active,Queens
Strada,POINT (-73.91696263637883 40.76475559791247),4072252,-73.9169626364,40.7647555979,Active,Queens
Strada,POINT (-73.91647354651764 40.76486363087906),4072272,-73.9164735465,40.7648636309,Active,Queens
Strada,POINT (-73.91678898024016 40.764473573301515),4072244,-73.9167889802,40.7644735733,Active,Queens
Strada,POINT (-73.91699366027055 40.76489674191925),4072273,-73.9169936603,40.7648967419,Active,Queens
Strada,POINT (-73.91755273457667 40.764889539503),4072250,-73.9175527346,40.7648895395,Active,Queens
Strada,POINT (-73.91768942925813 40.76509796803549),4072249,-73.9176894293,40.765097968,Active,Queens
Strada,POINT (-73.91788424268476 40.765314648635766),4072276,-73.9178842427,40.7653146486,Active,Queens
Strada,POINT (-73.91729111254232 40.76521524272195),4072275,-73.9172911125,40.7652152427,Inactive,Queens
Strada,POINT (-73.91796339130788 40.76559524273785),4072277,-73.9179633913,40.7655952427,Active,Queens
Strada,POINT (-73.92470104510045 40.75593377334168),4072164,-73.9247010451,40.7559337733,Active,Queens
Strada,POINT (-73.92396397332531 40.75427599499638),4072170,-73.9239639733,40.754275995,Active,Queens
Strada,POINT (-73.92361350102588 40.75470629130893),4072169,-73.923613501,40.7547062913,Active,Queens
Strada,POINT (-73.9232624195259 40.75514030611437),4072168,-73.9232624195,40.7551403061,Active,Queens
Strada,POINT (-73.92322099013413 40.756390870918445),4072175,-73.9232209901,40.7563908709,Active,Queens
Strada,POINT (-73.92431957449199 40.758236908960185),4072174,-73.9243195745,40.758236909,Active,Queens
Strada,POINT (-73.92339965163062 40.754817734565194),4072167,-73.9233996516,40.7548177346,Active,Queens
Strada,POINT (-73.92311197564571 40.75517106612443),4072166,-73.9231119756,40.7551710661,Active,Queens
Strada,POINT (-73.92272641115618 40.75565232018562),4072178,-73.9227264112,40.7556523202,Active,Queens
Strada,POINT (-73.92179701366781 40.756794823505786),4072177,-73.9217970137,40.7567948235,Active,Queens
Strada,POINT (-73.92276695618425 40.75575735533177),4072176,-73.9227669562,40.7557573553,Active,Queens
Strada,POINT (-73.92327875680044 40.75574478048365),4072172,-73.9232787568,40.7557447805,Active,Queens
Strada,POINT (-73.92331747287534 40.75563403327113),4072163,-73.9233174729,40.7556340333,Active,Queens
Strada,POINT (-73.92346701437677 40.75796542330282),4072189,-73.9234670144,40.7579654233,Active,Queens
Strada,POINT (-73.92269795013698 40.75547154530356),4072171,-73.9226979501,40.7554715453,Active,Queens
Strada,POINT (-73.92439436109842 40.75613987827856),4072173,-73.9243943611,40.7561398783,Active,Queens
Strada,POINT (-73.95091929366744 40.826077298358406),1228483,-73.9509192937,40.8260772984,Active,Manhattan
Strada,POINT (-73.95022388115098 40.82702789102975),1228482,-73.9502238812,40.827027891,Active,Manhattan
Strada,POINT (-73.94994605016305 40.82741151415227),1228481,-73.9499460502,40.8274115142,Active,Manhattan
Strada,POINT (-73.94954951292654 40.82737921618594),1228442,-73.9495495129,40.8273792162,Active,Manhattan
Strada,POINT (-73.94988245851967 40.826920430221094),1228441,-73.9498824585,40.8269204302,Active,Manhattan
Strada,POINT (-73.94949391763836 40.82611848749253),1228440,-73.9494939176,40.8261184875,Active,Manhattan
Strada,POINT (-73.94896661985882 40.82589824448068),1228439,-73.9489666199,40.8258982445,Active,Manhattan
Strada,POINT (-73.94820733872723 40.825580345305276),1228438,-73.9482073387,40.8255803453,Active,Manhattan
Strada,POINT (-73.94845455819873 40.82549644163818),1228437,-73.9484545582,40.8254964416,Active,Manhattan
Strada,POINT (-73.94901779212516 40.825733082015105),1228436,-73.9490177921,40.825733082,Active,Manhattan
Strada,POINT (-73.9495528560538 40.82595778294852),1228435,-73.9495528561,40.8259577829,Active,Manhattan
Strada,POINT (-73.95056231523454 40.82598956998256),1228434,-73.9505623152,40.82598957,Active,Manhattan
Strada,POINT (-73.96191478836677 40.81101954518157),1218185,-73.9619147884,40.8110195452,Active,Manhattan
Strada,POINT (-73.96165986951844 40.81136888889156),1218184,-73.9616598695,40.8113688889,Active,Manhattan
Strada,POINT (-73.96387740080134 40.808327677438726),1218189,-73.9638774008,40.8083276774,Active,Manhattan
Strada,POINT (-73.96357338337721 40.80874325526521),1218188,-73.9635733834,40.8087432553,Active,Manhattan
Strada,POINT (-73.96312964913464 40.80935270989001),1218187,-73.9631296491,40.8093527099,Active,Manhattan
Strada,POINT (-73.96279407278445 40.80981351470868),1218186,-73.9627940728,40.8098135147,Active,Manhattan
Strada,POINT (-73.97174964005178 40.763782076824825),1433901,-73.9717496401,40.7637820768,Active,Manhattan
Strada,POINT (-73.97242542864652 40.76406601283562),1433900,-73.9724254286,40.7640660128,Active,Manhattan
Strada,POINT (-73.915901126085 40.76069466829938),4072236,-73.9159011261,40.7606946683,Active,Queens
Strada,POINT (-73.91680771914187 40.761123703056924),4072235,-73.9168077191,40.7611237031,Active,Queens
Strada,POINT (-73.91745631181962 40.76142793151249),4072234,-73.9174563118,40.7614279315,Active,Queens
Strada,POINT (-73.91830863448436 40.761831007077035),4072233,-73.9183086345,40.7618310071,Active,Queens
Strada,POINT (-73.91814909422979 40.76188296732901),4072241,-73.9181490942,40.7618829673,Active,Queens
Strada,POINT (-73.9174837523977 40.76157120438445),4072240,-73.9174837524,40.7615712044,Active,Queens
Strada,POINT (-73.9166667735759 40.761184654522374),4072239,-73.9166667736,40.7611846545,Inactive,Queens
Strada,POINT (-73.91594732042654 40.760844116499115),4072237,-73.9159473204,40.7608441165,Active,Queens
Strada,POINT (-73.91603715195087 40.76118034230114),4072238,-73.916037152,40.7611803423,Inactive,Queens
Strada,POINT (-73.91768572693923 40.76186272342085),4072247,-73.9176857269,40.7618627234,Active,Queens
Strada,POINT (-73.91606145347029 40.763858024367025),4072246,-73.9160614535,40.7638580244,Active,Queens
Strada,POINT (-73.91599433908708 40.764094285853076),4072245,-73.9159943391,40.7640942859,Active,Queens
Strada,POINT (-73.91668106492943 40.764453477994365),4072243,-73.9166810649,40.764453478,Active,Queens
Strada,POINT (-73.91843181286524 40.76230674368188),4072242,-73.9184318129,40.7623067437,Active,Queens
Strada,POINT (-73.91554808803164 40.764090495360115),4072254,-73.915548088,40.7640904954,Active,Queens
Strada,POINT (-73.91608453946404 40.76434258826501),4072253,-73.9160845395,40.7643425883,Active,Queens
Strada,POINT (-73.91569962583571 40.76445210757555),4072269,-73.9156996258,40.7644521076,Active,Queens
Strada,POINT (-73.9156115478113 40.76441047760775),4072268,-73.9156115478,40.7644104776,Active,Queens
Strada,POINT (-73.91549125043966 40.76419064741858),4072267,-73.9154912504,40.7641906474,Active,Queens
Strada,POINT (-73.9162002959677 40.7645237279527),4072270,-73.916200296,40.764523728,Active,Queens
Strada,POINT (-73.91640227348492 40.764795720772796),4072271,-73.9164022735,40.7647957208,Active,Queens
Strada,POINT (-73.91407163798125 40.76559046979574),4072278,-73.914071638,40.7655904698,Active,Queens
Strada,POINT (-73.9134146640925 40.76540857312683),4072280,-73.9134146641,40.7654085731,Active,Queens
Strada,POINT (-73.91417408458003 40.76576887303243),4072281,-73.9141740846,40.765768873,Active,Queens
Strada,POINT (-73.94418249672164 40.81493008848369),1109655,-73.9441824967,40.8149300885,Active,Manhattan
Strada,POINT (-73.94360173361012 40.815721437393805),1109654,-73.9436017336,40.8157214374,Active,Manhattan
Strada,POINT (-73.94220148789603 40.81763801631324),1109653,-73.9422014879,40.8176380163,Active,Manhattan
Strada,POINT (-73.9403929244726 40.82011730188208),1109652,-73.9403929245,40.8201173019,Active,Manhattan
Strada,POINT (-73.93995832069032 40.820709937115026),1109651,-73.9399583207,40.8207099371,Active,Manhattan
Strada,POINT (-73.93959983585233 40.821202448351826),1109650,-73.9395998359,40.8212024484,Active,Manhattan
Strada,POINT (-73.93899256761236 40.82203353971861),1109649,-73.9389925676,40.8220335397,Active,Manhattan
Strada,POINT (-73.93919899386384 40.821187000391696),1109648,-73.9391989939,40.8211870004,Active,Manhattan
Strada,POINT (-73.93954814976728 40.82070563365288),1109647,-73.9395481498,40.8207056337,Active,Manhattan
Strada,POINT (-73.94191333880389 40.817470280049164),1109646,-73.9419133388,40.81747028,Active,Manhattan
Strada,POINT (-73.94227994678266 40.81696865867806),1109645,-73.9422799468,40.8169686587,Inactive,Manhattan
Strada,POINT (-73.94322699198251 40.81567202240557),1109644,-73.943226992,40.8156720224,Active,Manhattan
Strada,POINT (-73.94382284433398 40.81485630987066),1109643,-73.9438228443,40.8148563099,Active,Manhattan
Strada,POINT (-73.93844471496148 40.81763555414541),1259667,-73.938444715,40.8176355541,Active,Manhattan
Strada,POINT (-73.93828361674517 40.817406090772025),1259666,-73.9382836167,40.8174060908,Active,Manhattan
Strada,POINT (-73.93960998948741 40.83635063082469),1369640,-73.9396099895,40.8363506308,Active,Manhattan
Strada,POINT (-73.93991458276109 40.8364116065715),1369642,-73.9399145828,40.8364116066,Active,Manhattan
Strada,POINT (-73.94020160975174 40.83677767146587),1369641,-73.9402016098,40.8367776715,Active,Manhattan
Strada,POINT (-73.94078171377195 40.8344132561294),1369639,-73.9407817138,40.8344132561,Active,Manhattan
Strada,POINT (-73.94118603450222 40.833856517184664),1369638,-73.9411860345,40.8338565172,Active,Manhattan
Strada,POINT (-73.94169311758634 40.833161769463494),1369637,-73.9416931176,40.8331617695,Active,Manhattan
Strada,POINT (-73.94113588266191 40.83124060349323),1369636,-73.9411358827,40.8312406035,Active,Manhattan
Strada,POINT (-73.9439520037651 40.83006380714884),1369635,-73.9439520038,40.8300638071,Active,Manhattan
Strada,POINT (-73.94658150331239 40.82680471514053),1369632,-73.9465815033,40.8268047151,Active,Manhattan
Strada,POINT (-73.94674627958149 40.826251688138974),1369631,-73.9467462796,40.8262516881,Active,Manhattan
Strada,POINT (-73.94748018005775 40.8255759209668),1369633,-73.9474801801,40.825575921,Active,Manhattan
Strada,POINT (-73.94686868808094 40.82501787115398),1369630,-73.9468686881,40.8250178712,Active,Manhattan
Strada,POINT (-73.94506178701697 40.824255494138235),1369629,-73.945061787,40.8242554941,Active,Manhattan
Strada,POINT (-73.947046868149 40.82490597827576),1369634,-73.9470468681,40.8249059783,Active,Manhattan
Strada,POINT (-73.9308804091827 40.85338468064744),1374997,-73.9308804092,40.8533846806,Active,Manhattan
Strada,POINT (-73.93039323515524 40.854051556394204),1374996,-73.9303932352,40.8540515564,Active,Manhattan
Strada,POINT (-73.93007654800908 40.854485580886774),1374995,-73.930076548,40.8544855809,Active,Manhattan
Strada,POINT (-73.92944755640534 40.85534147682443),1374994,-73.9294475564,40.8553414768,Active,Manhattan
Strada,POINT (-73.92902717791223 40.85591880477039),1374993,-73.9290271779,40.8559188048,Active,Manhattan
Strada,POINT (-73.92850921015751 40.85630097752992),1374992,-73.9285092102,40.8563009775,Active,Manhattan
Strada,POINT (-73.92883897524432 40.85584244696336),1374991,-73.9288389752,40.855842447,Active,Manhattan
Strada,POINT (-73.9292590216995 40.855269512987384),1374990,-73.9292590217,40.855269513,Active,Manhattan
Strada,POINT (-73.92979723288913 40.85453175413952),1374989,-73.9297972329,40.8545317541,Active,Manhattan
Strada,POINT (-73.93021572649704 40.85396042569222),1374988,-73.9302157265,40.8539604257,Active,Manhattan
Strada,POINT (-73.93057683286277 40.85346450432586),1374987,-73.9305768329,40.8534645043,Active,Manhattan
Strada,POINT (-73.93117150739816 40.85265051829197),1374986,-73.9311715074,40.8526505183,Active,Manhattan
Strada,POINT (-73.91690054101585 40.86933117218014),1238231,-73.916900541,40.8693311722,Active,Manhattan
Strada,POINT (-73.91562919778504 40.87016208710409),1238230,-73.9156291978,40.8701620871,Active,Manhattan
Strada,POINT (-73.91501084752623 40.87063991988955),1238229,-73.9150108475,40.8706399199,Active,Manhattan
Strada,POINT (-73.91688677018296 40.86914126623729),1238228,-73.9168867702,40.8691412662,Retired,Manhattan
Strada,POINT (-73.91877599609884 40.86829683974304),1238227,-73.9187759961,40.8682968397,Active,Manhattan
Strada,POINT (-73.92066099772671 40.86795819492651),1238232,-73.9206609977,40.8679581949,Active,Manhattan
Strada,POINT (-73.9214077903906 40.86813365121477),1238233,-73.9214077904,40.8681336512,Active,Manhattan
